feature_row,source_id,class_label,hard_label,entropy,membership_0,membership_1,membership_2,membership_3,membership_4,membership_5
577,a567813bb35ceae18791e8bcf7b1b838126b8e239d09e8a0dcbaf02a029bae96,Bacterial-Spot(752),5,0.9999999999999859,0.1666666865665523,0.1666666723416792,0.16666670127042363,0.16666663540345059,0.166666601909692,0.16666670250820215
578,b88433c244c6faf025fe1a84a50b43e7690a9ad19bcc448541af16331b6a111b,Bacterial-Spot(752),4,0.9999999999999934,0.16666665354368443,0.16666666289326068,0.16666664390274355,0.16666668722955455,0.16666670930857114,0.16666664312218568
579,9a99b8813abe62279ab9d6dc5c53abd3c4655766e3e5def0dfc3a916cc2a40f8,Bacterial-Spot(752),4,0.9999999999999991,0.16666666445859254,0.1666666660187434,0.16666666285626022,0.1666666701064034,0.16666667381981304,0.16666666274018752
580,8a2bbd9f4fbabf5d95fc95cb0b4271e11f96d58d57824b52e67889b2779d1d50,Bacterial-Spot(752),4,0.999999999999998,0.1666666602013637,0.16666666478885503,0.1666666554885357,0.1666666767626366,0.16666668763332526,0.16666665512528375
581,4c12d78245ab0bb0af9d3397fb246dddf6777e734286d769fe361f773c217bfd,Bacterial-Spot(752),4,0.9999999999999922,0.16666665216622378,0.16666666250567136,0.16666664149907826,0.1666666894019923,0.16666671380027148,0.16666664062676295
582,d165045070a0d125bc96639098895fb57aaf975aac43c974cbdbcd27b8781b4c,Bacterial-Spot(752),5,0.9999999999998879,0.16666672378201292,0.16666668300677295,0.166666765889687,0.1666665770278729,0.16666648091123926,0.16666676938241493
583,4d9294cb24aba0f479c5e16404bd3b8e91f2f994607a684919566886632fac8a,Bacterial-Spot(752),5,0.9999999999999669,0.16666669747310636,0.16666667547290032,0.16666672020066972,0.16666661830355986,0.16666656645716904,0.16666672209259467
584,358d889a39a212ffc5a0d9bd80f423838ea18ad1b8eed1e42a069d603fdfb698,Bacterial-Spot(752),4,0.9999999999999827,0.16666664456304014,0.16666666032709906,0.16666662829586817,0.1666667013293104,0.166666738522158,0.16666662696252438
585,223a1ff12b361e0832ba7a968eff1dfab13b37b483e3ddc159412e4937120f89,Bacterial-Spot(752),4,0.9999999999999921,0.16666665203348036,0.16666666246474918,0.166666641274793,0.16666668960452102,0.1666667142247951,0.16666664039766127
586,b14fa61b1b8ff6060070761afa8746ee6c6eee310eaf057807164a34d39b052b,Bacterial-Spot(752),4,0.9999999999999812,0.1666666436837902,0.1666666600746064,0.16666662677152771,0.16666670270663914,0.16666674137803433,0.16666662538540222
587,9ee94ce43e334ed684bd1e0a0d411894889cd3622c1aba9579f49983ee9a54c4,Bacterial-Spot(752),5,0.9999999999998702,0.16666672818642103,0.1666666842919026,0.16666677349870254,0.16666657015720976,0.16666646663401155,0.16666677723175255
588,b3f0e77ae41b0ffb692f87fb77506c76c92a0a6c1578141c8b4d7065b6aedee5,Bacterial-Spot(752),5,0.9999999999999295,0.16666671191856952,0.16666667961749282,0.16666674527498293,0.16666659565265887,0.16666651949974878,0.16666674803654694
589,91615734d78dbfb8d89b0e37853f68d02ac52e77670685c5373dd322afbd44d6,Bacterial-Spot(752),4,0.9999999999999948,0.16666665518103796,0.16666666340014796,0.16666664667905767,0.16666668472592175,0.16666670405940692,0.16666664595442773
590,7ab6ec5170eddc437f840a01426ef7a48cdafd30d8d837e369cc006c9d6a36bb,Bacterial-Spot(752),5,0.9999999999999667,0.16666669761284222,0.1666666755238574,0.16666672041731612,0.16666661810757938,0.16666656603276542,0.16666672230563956
591,a67e623101c18ef3fbbcfa57ffd62793edef321684766c0aef90a7a135ae4e73,Bacterial-Spot(752),4,0.9999999999999988,0.1666666627664856,0.16666666551819784,0.16666665995498325,0.1666666727275968,0.16666667927910764,0.16666665975362893
592,5b876d759d94cfaf19df32b7f8152e882fd3429d77f01f95dc5e071bebbe1fd4,Bacterial-Spot(752),4,0.9999999999999961,0.1666666569188899,0.1666666638786821,0.16666664973283205,0.16666668196532425,0.16666669836849055,0.16666664913578114
593,dacb85f28e16730fadef4ad1bb806d5418b64526b6a9733fe5f774c3a4ccc2b9,Bacterial-Spot(752),4,0.999999999999995,0.16666665538015843,0.1666666634519768,0.16666664703550893,0.16666668440362983,0.16666670339989437,0.16666664632883169
594,38614cef8f6d58424a42cb34e806299921dd24be0b99e9827338900a350af3ef,Bacterial-Spot(752),4,0.9999999999999712,0.1666666380492142,0.16666665847814668,0.16666661695362972,0.16666671157761284,0.16666675973620043,0.16666661520519604
595,2c76f3da7d9af3dc6d1231b21185de66c6d44a39e281aa1f431c77eaf808bd85,Bacterial-Spot(752),5,0.9999999999999849,0.1666666871525399,0.16666667253278156,0.16666670224408975,0.1666666345259391,0.16666660005373862,0.16666670349091103
596,4e6d1ceb0fc0e908bb7a88e3885dd107f694e8c9d59f1679c1342e937a67315e,Bacterial-Spot(752),5,0.9999999999999141,0.16666671663811336,0.16666668096396628,0.16666675346936283,0.16666658824678318,0.16666650415705517,0.16666675652471907
597,f5c2c26e7f9ab0497ccde82fc4a909366651b77629873843ce614b4e0db1eaf2,Bacterial-Spot(752),5,0.9999999999999991,0.16666666886501993,0.1666666672993883,0.16666667047734038,0.16666666322415752,0.16666665952650858,0.1666666706075853
598,e64a5c43506eff2d459bfb123b380af8a5a7833b326025ce487471ca2eb7ef9d,Bacterial-Spot(752),4,0.9999999999999871,0.16666664783435806,0.16666666126755217,0.16666663397001985,0.16666669620359056,0.16666672789293513,0.1666666328315443
599,67d821fff48fa549e6c45375063e064ba8f364dbaa39a513fc96b4a6043ba42c,Bacterial-Spot(752),4,0.999999999999999,0.1666666639198504,0.166666665883798,0.16666666188905901,0.16666667098305088,0.1666666756064974,0.16666666171774436
600,ef9713a58dd484af2cc7de4e77a1d9151cc5af3111df0d5e35fc939c83dbc108,Bacterial-Spot(752),5,0.9999999999997519,0.16666675182860008,0.1666666910588556,0.1666668145558403,0.1666665330641004,0.1666663897608951,0.16666681973170855
601,04aac2468caf03559b2121fc6bfd81b19b874f96b9b77f27ac4a417aa1f94085,Bacterial-Spot(752),4,0.9999999999999991,0.16666666641292163,0.16666666658735255,0.16666666623596949,0.1666666670545732,0.1666666674808305,0.1666666662283526
602,5696f94a209a91c72ab9b9c491764818fb8278828f1243d279433a90acd820b5,Bacterial-Spot(752),4,0.9999999999999988,0.16666666316503875,0.16666666563343535,0.16666666064161584,0.16666667210660704,0.16666667798979523,0.16666666046350775
603,625256815721182a3ed9de8e8570c480c75b78891f9329279aa4b0a3e6ea303f,Bacterial-Spot(752),4,0.9999999999999982,0.16666666132121485,0.16666666513432554,0.16666665738459852,0.16666667505155,0.16666668404693383,0.16666665706137718
604,b6c53074ac8abd66a3abb079cb8f829cb457efebf29de93e197ce35ee4f60785,Bacterial-Spot(752),4,0.9999999999999936,0.16666665392862845,0.1666666630131161,0.1666666445534343,0.16666668664265902,0.16666670807688586,0.16666664378527615
605,b8e40f44e77842cea3665a910b80cac50d3b7f2af6d60e7fcbc7cd73ba71304f,Bacterial-Spot(752),5,0.9999999999999778,0.1666666916925833,0.16666667382298267,0.16666671014511875,0.16666662738673874,0.166666585272947,0.16666671167962951
606,494c9b85900f3dfb504f0d8c44b9100f3500e54a2406b5e9b02fcf37600da33a,Bacterial-Spot(752),5,0.9999999999999872,0.16666668555588723,0.16666667206896016,0.16666669948423066,0.16666663701873025,0.16666660523079033,0.16666670064140138
607,f787015586983b46b52b78d1995d25cfdab16a7393c8cf6cbc7256c627c97507,Bacterial-Spot(752),5,0.9999999999998997,0.16666672065712723,0.1666666821073159,0.1666667604688392,0.1666665819240356,0.16666649106577822,0.1666667637769039
608,7cba19ec72495bd043aeb9dd0ecaa9a44cc3396c1ca1c1970cfd9342ac8fc2d7,Bacterial-Spot(752),4,0.9999999999999933,0.16666665345711576,0.16666666287636017,0.16666664373547035,0.16666668738091134,0.16666670960935,0.1666666429407923
609,4a6a26e27c2c54e4b7b956145baac12d3e05478e4b2e4569cda4b65080393c9e,Bacterial-Spot(752),4,0.9999999999999853,0.16666664651792232,0.16666666090025972,0.16666663166408965,0.16666669828732342,0.16666673219581435,0.16666663043459065
610,12b1d20b7823927f3f037eaf36efaf34c208d1573e5a7e58c936d4810d992b38,Bacterial-Spot(752),5,0.9999999999999722,0.1666666948324102,0.16666667474115224,0.16666671557072468,0.1666666224889968,0.16666657509280208,0.16666671727391402
611,ab6301fd3ef35e3e6e39a7aaaab8c951f2b6f277a3b4b3e31ad9d3340569a831,Bacterial-Spot(752),4,0.9999999999999983,0.16666666158756857,0.16666666520765705,0.16666665785046275,0.16666667462989265,0.16666668317746242,0.16666665754695661
612,d92761e57c213d98a94dc18828a462d78d97eff4cb9c71a49b5dcd06d555712f,Bacterial-Spot(752),4,0.9999999999999978,0.16666666001695726,0.16666666475813652,0.16666665512183404,0.16666667709484637,0.16666668828568912,0.16666665472253664
613,6b06fdb7d2a8435aa70b1b403b72a4127eb654b465c8205b14c3608d805ee25a,Bacterial-Spot(752),4,0.9999999999999938,0.16666665387816706,0.16666666298542906,0.1666666444908153,0.1666666866980396,0.16666670821284243,0.16666664373470655
614,bb36d3053c7ca798037d47cf14b31799484358cdedb0531725d0533bcee49eb8,Bacterial-Spot(752),5,0.9999999999998805,0.1666667256858214,0.16666668357431966,0.1666667691556976,0.16666657407984253,0.16666647476573054,0.16666677273858813
615,b078243dc9114cd92ace858e45fb2fe39f27f7f50b07f3e83d750d48503c79e1,Bacterial-Spot(752),5,0.9999999999999831,0.1666666884510958,0.1666666729070178,0.16666670448951476,0.16666663249644417,0.16666659584286259,0.16666670581306478
616,b7cea25b1377c4c636a3de1561260c6826e8b887d261786633087d57dcd04a08,Bacterial-Spot(752),5,0.999999999999973,0.1666666944365742,0.16666667461078913,0.16666671490909551,0.16666662308370223,0.16666657635176227,0.16666671660807675
617,9629f1af7d796bde71a5e0a2a2cb57d7507fdaaf3f9ea79987e1f69425eba3fc,Bacterial-Spot(752),5,0.9999999999999509,0.16666670431177372,0.16666667744609756,0.1666667320473063,0.1666666076022324,0.16666654425408026,0.1666667343385098
618,a9ca39932dcef6d335b4158bfaf5c8bce770c11c9feabce1faf6c07b3e67c50e,Bacterial-Spot(752),4,0.9999999999999913,0.1666666514649548,0.16666666230819369,0.16666664027305164,0.16666669050945807,0.16666671608995035,0.16666663935439152
619,0557e1b082ffdffce2b1934045fcd4a8b4bb13eb0c4e6b625c842f1ee5e139d7,Bacterial-Spot(752),4,0.9999999999999876,0.16666664827726246,0.16666666140559194,0.16666663471917922,0.16666669552808938,0.16666672647506886,0.166666633594808
620,3aa0ba627a6834cf57960982a76573cfbbc9a49ee90f3b0b0607b0707399d287,Bacterial-Spot(752),4,0.9999999999999566,0.1666666312879975,0.16666665654379303,0.1666666052055921,0.1666667221903665,0.16666678172829877,0.16666660304395214
621,1d58607ebee0385a8e9e56131083288628d6014ef97df37fd4ae21739a98d62f,Bacterial-Spot(752),4,0.9999999999999979,0.1666666600603845,0.16666666476483513,0.16666665521388244,0.16666667701250426,0.16666668812506127,0.16666665482333232
622,cdca391542e86c389531dd77baca2bbe1b2b1e87bf012c011197d80b463dd0f1,Bacterial-Spot(752),4,0.9999999999999991,0.1666666647534127,0.16666666615848053,0.1666666632681143,0.16666666974030733,0.16666667297317384,0.16666666310651124
623,c78741cc50058e53dff86f37651dbab4631e9ff71e6eeb0e273ce738825d841d,Bacterial-Spot(752),5,0.9999999999999925,0.16666668093626882,0.16666667077894817,0.16666669140420956,0.16666664432230305,0.1666666203158575,0.16666669224241284
624,496462aff51cade22513994132b7f160eee5392fd75ea4644b9c0cf01b35c0ec,Bacterial-Spot(752),4,0.9999999999999863,0.16666664726171682,0.16666666108552947,0.1666666330099549,0.16666669706936504,0.16666672971622856,0.16666663185720515
625,6d51fed51ed3f24c42e30337ccfe5321cffa321e389ae4cb33283b7953435590,Bacterial-Spot(752),4,0.9999999999999972,0.16666665942421735,0.16666666457996304,0.16666665411114584,0.16666667800776566,0.166666690191719,0.16666665368518901
626,1085ec9deda5e40f6e4cae23263a0d029d3b419f39ee706b3bb2169300a5e4f9,Bacterial-Spot(752),4,0.999999999999984,0.16666664550269888,0.16666666059634047,0.1666666299257243,0.16666669985652285,0.16666673546917846,0.1666666286495351
627,b3e9621764f7f89f0e376bc70b1555408657be79974623d9ea58152e0961bb98,Bacterial-Spot(752),5,0.9999999999999983,0.16666667173523006,0.16666666809364325,0.16666667551531014,0.16666665867062022,0.16666665013349233,0.16666667585170403
628,3f2b6b9185d9859c77d7982ac950423bdfffd1b150c2a347a49076a591510b32,Bacterial-Spot(752),4,0.9999999999999929,0.16666665307721443,0.1666666627646653,0.16666664308203932,0.1666666879711526,0.16666671083741572,0.1666666422675127
629,d9d70b3617728cf3af4e49c2a3d2903de66d42d7eb0b4e07e5251841afcbe346,Bacterial-Spot(752),5,0.99999999999995,0.1666667047404657,0.16666667759908213,0.16666673273631383,0.1666666069828871,0.166666542922238,0.1666667350190133
630,556cc90ddfe61811e06ac06be64428ad0c2af4b8787f140cad2ec58a915a6a5c,Bacterial-Spot(752),4,0.999999999999999,0.16666666384667655,0.1666666658574181,0.16666666176662898,0.16666667109185826,0.1666666758399337,0.1666666615974843
631,f21e90203575c3733c4e373ec6c33bb68f61af69ec04d8333dc37f8e328e80a5,Bacterial-Spot(752),5,0.9999999999999478,0.16666670552364377,0.16666667778519928,0.1666667341614975,0.16666660569030664,0.1666665403034524,0.16666673653590047
632,cec05312f33d77af95532b57d2917ae9b5af58783933e1012f8e157492916652,Bacterial-Spot(752),5,0.9999999999999988,0.16666667099830598,0.1666666679264302,0.16666667414554168,0.1666666599103666,0.16666665263168573,0.16666667438766986
633,0cac017499f30d7adf2e0cc66c7822d8e32850fda8a3f68a9a271ee906158612,Bacterial-Spot(752),5,0.9999999999997202,0.16666675717779228,0.16666669260693737,0.16666682382101827,0.16666652469680537,0.16666637239416587,0.1666668293032809
634,4797e64e12005eb87d467ea0f57deb95f35abae622ad0d2ee952c49f190c1885,Bacterial-Spot(752),5,0.9999999999999275,0.16666671256149307,0.1666666798187005,0.1666667463516809,0.16666659467977835,0.1666665174548882,0.166666749133459
635,ddebaae478e31f2632d21bdf70b0d9fe63425a3be2fd0cdf2f1c2452f02dcc27,Bacterial-Spot(752),4,0.9999999999999869,0.16666664748060103,0.16666666116009635,0.16666663336827126,0.16666669674687298,0.16666672902895208,0.16666663221520633
636,2b67b990f83d629002473fd1de1ceae1a428b11195997852f996f83d86a19d44,Bacterial-Spot(752),5,0.9999999999999097,0.16666671792062795,0.1666666813640478,0.16666675563664698,0.16666658629225733,0.16666650005401326,0.16666675873240674
637,ebd3bf2a9760bafa219a782e31fa4afc7face05d5d8b0a84e5ebfaa63556a8b9,Bacterial-Spot(752),5,0.9999999999999881,0.16666668480277405,0.16666667187980824,0.16666669813204926,0.16666663824401962,0.16666660772863326,0.16666669921271562
638,b6f78a92ff1024f20667400b4330f02418edf3a056e333c16aca3b736408d2e6,Bacterial-Spot(752),5,0.9999999999999853,0.16666668677834878,0.16666667244532396,0.1666667015535117,0.16666663515079191,0.16666660131658417,0.1666667027554395
639,5199bb70e5853c7ba547798d4ecb1b90f6458e998d5d39bb692e6d323d416b3f,Bacterial-Spot(752),4,0.999999999999998,0.16666666062494417,0.16666666497463092,0.16666665610153641,0.16666667621450768,0.166666686393826,0.1666666556905547
640,39ea301bfefa5eba824dbe27fd0cf6ac884ef61ee98913034cbea2155ce9a0b6,Bacterial-Spot(752),4,0.9999999999999718,0.1666666382575399,0.16666665854716226,0.16666661729441998,0.1666667112698349,0.16666675908277873,0.16666661554826412
641,a4f4b0fc217e796f3abb06e64229f40dc64f88af4284d9ef11a2aae5d908119a,Bacterial-Spot(752),5,0.9999999999999231,0.1666667139608052,0.1666666802242981,0.16666674876829904,0.16666659249607424,0.16666651292056922,0.16666675162995412
642,597c7b93a3eaac8078255684fd2fb536885ff59834b61c8c4716da4c9fed4e3d,Bacterial-Spot(752),5,0.9999999999998032,0.166666742512437,0.16666668841541335,0.16666679833451697,0.16666654772154366,0.16666642010058244,0.1666668029155066
643,43cc4d2f5f1377af4b88911d9357f5d2dc107c564eb1fd03c0a8b4a3140a22be,Bacterial-Spot(752),4,0.9999999999999833,0.16666664503393616,0.16666666049594003,0.16666662904922225,0.1666667006517625,0.16666673706335405,0.16666662770578503
644,2d63eed8140134dadbbbbfe16f776259b217f71a85b069c133e2c327a4f71f7c,Bacterial-Spot(752),5,0.9999999999998898,0.1666667233696892,0.16666668290867184,0.16666676513137116,0.16666657771371254,0.16666648229999345,0.16666676857656185
645,e4d39b392cd66d6bd25b0aece5f58c589b4737ea8235371166dd0102146e7c9c,Bacterial-Spot(752),5,0.9999999999998341,0.16666673624919776,0.16666668659305203,0.1666667875044733,0.1666665575011173,0.16666644041438636,0.16666679173777316
646,a741051f5cd7cf597db9b34b5ddd95ccae81f0b884803c0c6114a23cadcbf0ae,Bacterial-Spot(752),4,0.9999999999999971,0.16666665867642194,0.16666666435103017,0.16666665284394008,0.16666667915202782,0.16666669258748326,0.16666665238909661
647,1a6de49a38c0cec3636fd050787d75c31f7d3635650de6b91b6f41146ea3521b,Bacterial-Spot(752),5,0.9999999999997948,0.16666674411677324,0.16666668884911093,0.16666680116102775,0.16666654516382826,0.16666641483967953,0.16666680586958038
648,a41c7f2e49709ef976146ee6a13d0cdef410f7307e3e93d94145e2583b2e446c,Bacterial-Spot(752),4,0.9999999999999972,0.16666665893473076,0.1666666644708651,0.16666665319662255,0.1666666788354347,0.1666666918564481,0.1666666527058988
649,2768b784c2e8d3eec545cf42244d69b5c825b00e0909934b5c66c7cdf4cc0dba,Bacterial-Spot(752),5,0.9999999999999992,0.16666666823846518,0.1666666671414778,0.1666666693455554,0.16666666424786206,0.16666666161326638,0.16666666941337324
650,55f0ef491f6f8ba4a17822bd3889c01137a886a7d2139400778c3369e7303980,Bacterial-Spot(752),5,0.9999999999999395,0.1666667085148163,0.1666666786563526,0.16666673932951218,0.16666660102306302,0.16666653060702424,0.16666674186923155
651,3aae240e7872cee557883ab1c17c9d3fa9074fa7f91b6ff22eacb1272b96891e,Bacterial-Spot(752),5,0.9999999999998661,0.16666672919240394,0.1666666845999428,0.1666667751949386,0.16666656862363496,0.16666646342162084,0.16666677896745885
652,f5bbd7281ab8ed4326e9746685dfc935d61cf21751d442fece537165e4834c02,Bacterial-Spot(752),5,0.99999999999976,0.16666675046893215,0.16666669065933135,0.16666681221505517,0.16666653517813,0.1666663941588925,0.16666681731965885
653,579db28410f1249b25f6ed95566583a82c1d0e1b23cee881ca493e089c641046,Bacterial-Spot(752),5,0.999999999999931,0.16666671135549288,0.16666667945074756,0.16666674429746786,0.16666659653294094,0.1666665213315311,0.16666674703181975
654,ce1f873d98d932ebe1218b8ff5f935d378b4530325f0762e4d571f8b1994d1a2,Bacterial-Spot(752),5,0.9999999999999694,0.16666669625453706,0.1666666751395225,0.16666671804297503,0.16666662025144668,0.16666657046761466,0.16666671984390405
655,077a2e50727cf1f30257225e7901520b42547709998224abfb0c1e935f5f610b,Bacterial-Spot(752),5,0.9999999999998955,0.16666672183309592,0.16666668246378508,0.1666667624694811,0.16666658011741767,0.16666648728930528,0.16666676582691492
656,b5537aa3323969442a3f10c431662c945cb8a71efb21d1cc1d5f6548a4877108,Bacterial-Spot(752),5,0.9999999999996844,0.16666676275967096,0.16666669419386893,0.16666683353035885,0.16666651592290024,0.16666635422736123,0.16666683936583976
657,22232f5d48d9c4a581c67b45e51e43a6277f57dc04df7df27de02090757efd2d,Bacterial-Spot(752),5,0.9999999999999903,0.16666668285742856,0.16666667129941665,0.166666694789708,0.16666664125955963,0.16666661401464963,0.16666669577923746
658,d536a71c32bd2d02e420f2e788e48923a09411af22267fff83e8b03b9816cad7,Bacterial-Spot(752),4,0.9999999999999972,0.166666658863063,0.16666666440822592,0.1666666531594601,0.16666667886697403,0.16666669199047585,0.16666665271180117
659,d142102bd5d9fc2e2819b71d27b7ad1ede303536e26e0dbbc7cda785a3608ef4,Bacterial-Spot(752),5,0.9999999999998129,0.16666674058710346,0.16666668785316438,0.16666679501135323,0.16666655072267758,0.1666664263380711,0.16666679948763022
660,bd4c63971bfec09a18e7c10994ad03061454c5eecefd7a12cf5ab462d4f33e99,Bacterial-Spot(752),5,0.9999999999999879,0.1666666849891326,0.16666667192357143,0.16666669846523793,0.16666663794015985,0.16666660711302525,0.16666669956887298
661,2de85ff8031dcd99ac097191dc5d74cdb63233aa67f60f112549ce16a67ff3e3,Bacterial-Spot(752),5,0.9999999999999988,0.16666667012054634,0.16666666769481447,0.1666666725898855,0.16666666131888627,0.16666665552031068,0.16666667275555674
662,46cd472dc47cf70e1736d020dee7e802c3c8fe2c9470886a4eb1577fd283083f,Bacterial-Spot(752),4,0.9999999999999974,0.16666665925177032,0.16666666454318174,0.16666665378476045,0.166666678303034,0.1666666907830904,0.1666666533341631
663,1c3a298d883c27f68f4019f836698dfafcf3142f34f79e7418ca07a712dca0f7,Bacterial-Spot(752),5,0.9999999999997846,0.16666674604181947,0.1666666894251139,0.16666680447036722,0.16666654217935561,0.16666640861653306,0.16666680926681082
664,9a9412b0993fc8f2a6f71e6b08d53e953fabea8bbae23ae261c8bbe09eefaac4,Bacterial-Spot(752),5,0.9999999999998078,0.1666667416135373,0.16666668812854837,0.16666679682383637,0.16666654908239106,0.16666642296758843,0.16666680138409842
665,8e06280ba57112c67a0327290829a1a4adc1b7fd7b5d160143f5895c49d46a08,Bacterial-Spot(752),5,0.9999999999999699,0.16666669604946702,0.16666667508967112,0.16666671767276386,0.1666666205873063,0.1666665711499268,0.1666667194508649
666,0e223c826d61d6134efbfd0a05798e750c64599cb0c950be105f24d46c44e758,Bacterial-Spot(752),5,0.9999999999999801,0.16666669025634584,0.1666666734235696,0.1666667076258967,0.16666662966307755,0.16666658997145048,0.16666670905965977
667,ddb0adf46a52601bd6ad9498885b59e2e9f6bb9766d0729cd512183d3378cc69,Bacterial-Spot(752),4,0.9999999999999898,0.16666665006988032,0.16666666193560956,0.1666666377995959,0.16666669274643683,0.16666672068314806,0.16666663676532928
668,c642c01615f71b8a86d7fe7d729e0a7cf88cc5b4ba4550483acb11fe08430b51,Bacterial-Spot(752),5,0.9999999999999359,0.16666670977318968,0.1666666790230319,0.16666674150239602,0.16666659906049208,0.16666652652946798,0.16666674411142235
669,69ce38517e09822a95969acb3e53228cdac5202bcd4e976454887eda8e7e6caf,Bacterial-Spot(752),4,0.9999999999999977,0.16666665990155627,0.16666666470292182,0.1666666549666167,0.16666667723381237,0.16666668860976727,0.16666665458532562
670,5dc6d5d015cc3c48b23ebd0aa67fad7a000f0648f9c5546ae89b556d240d8776,Bacterial-Spot(752),4,0.9999999999999688,0.16666663676306898,0.1666666581196636,0.1666666147037218,0.1666667136115748,0.1666667639363203,0.1666666128656504
671,26ae4ca98d418790e461b71e4b43323201cfeb1d73f026dc2875fdee50fd6ff8,Bacterial-Spot(752),5,0.9999999999997776,0.16666674729190845,0.1666666897573689,0.16666680668873243,0.1666665401726784,0.16666640449862677,0.16666681159068505
672,3e9645f815965a6846e6d0049c9a1b5d81d09c0ef4700c84a858f42203fb0b5c,Bacterial-Spot(752),5,0.9999999999998667,0.16666672903193486,0.1666666845406775,0.1666667749481159,0.16666656884693357,0.16666646390679177,0.16666677872554647
673,ca9396260d862347b7d5fa36fc081a54a2008ab7824751b09e5ad8bcc0ddfc95,Bacterial-Spot(752),5,0.9999999999998394,0.16666673516056613,0.1666666862756432,0.16666678562523932,0.1666665591984369,0.16666644394139854,0.16666678979871596
674,f7aa9d05ae3e08aca17379bafe6acf62ddcdc3dab372a4e697fb20cb5d720e97,Bacterial-Spot(752),5,0.9999999999998485,0.16666673317167102,0.16666668571362864,0.16666678215442285,0.16666656233407626,0.16666645042770684,0.16666678619849445
675,04a63f9bdfd31c7c1a696f31c29074f19475d7acbe5884509cfd23a37945755a,Bacterial-Spot(752),5,0.9999999999999759,0.16666669288204705,0.16666667419303471,0.16666671216609527,0.16666662556614148,0.1666665814541098,0.16666671373857164
676,0f2f82c7d1b77a5d211ecb64b7f6fbbf9d99b078d42e55a02cb2f5b00c60c3fe,Bacterial-Spot(752),5,0.9999999999998282,0.16666673755297878,0.16666668698752932,0.16666678973041849,0.16666655549248505,0.16666643621771604,0.16666679401887238
677,e06c0e677df338774e66197e5ca90cf8046fdb36629ff6b94546bb1a6554996e,Bacterial-Spot(752),4,0.999999999999972,0.16666663848000882,0.1666666586195916,0.1666666176631429,0.166666710937242,0.1666667583793629,0.1666666159206517
678,7ec9ca0cbffe87d5f29b845d743abd2f6a7d5d61759cccef1070dbdffeeb379a,Bacterial-Spot(752),5,0.9999999999997806,0.16666674675977702,0.1666666896246134,0.16666680571906475,0.16666654104851303,0.16666640628111537,0.16666681056691643
679,184eace9d6a75fe338f547da224849587a7d395e4bcff910a4023ce13996fb76,Bacterial-Spot(752),4,0.9999999999999992,0.16666666625172724,0.16666666656562473,0.1666666659073436,0.1666666673530863,0.16666666805996982,0.1666666658622482
680,37411a535cdff3b51cb279426956a6e76b94a5e81798366e5dc8c2f6c1eb90f3,Bacterial-Spot(752),4,0.9999999999999898,0.16666665006741269,0.16666666189937807,0.16666663786403751,0.16666669268538994,0.16666672061374768,0.16666663687003405
681,b9aead61f16c83594f72606ad9541d12cc2ff967a720fd974b2dedb733c7164f,Bacterial-Spot(752),5,0.99999999999982,0.1666667392157759,0.16666668746603547,0.16666679261659348,0.16666655288597843,0.16666643081233778,0.16666679700327902
682,7a0eeb16d59f7d8a1a18ec90bdcf2619147f973a521b5cfc6742fbde89bed586,Bacterial-Spot(752),5,0.9999999999998259,0.16666673799823808,0.166666687109382,0.16666679051280014,0.1666665547847826,0.1666664347599577,0.16666679483483943
683,7d04d56cebe6e90be720af5eaece6f9166f1f5ca5a53447ed2570f9f6d0a5dfa,Bacterial-Spot(752),5,0.9999999999997432,0.1666667533477534,0.1666666914978711,0.1666668171851738,0.16666653068877707,0.16666638483141527,0.16666682244900935
684,3ef0371548346bcf72d1a397b95f6292b8e4c9ab3643ee292bc30cdeb0e006f6,Bacterial-Spot(752),5,0.9999999999999348,0.16666671011333847,0.1666666791053787,0.16666674211937949,0.1666665985012375,0.16666652539420984,0.1666667447664559
685,c917c66ade13b97be5f671a81743abb790c68a8bb91306ee8f4bde34a8a42415,Bacterial-Spot(752),5,0.9999999999999072,0.1666667186746804,0.16666668156613396,0.16666675696810895,0.1666665850871959,0.16666649757798688,0.166666760125894
686,0b1edbaac16d942b20883c4a8ec0a7237d808866777bb2525f9f58de087277df,Bacterial-Spot(752),5,0.9999999999997234,0.166666756616796,0.16666669242374163,0.16666682288542128,0.16666652553908934,0.16666637417535501,0.16666682835959684
687,1d6874add9ca7d50cabe453a40f3a61bae2d532c36f7d491d97b62393a43223f,Bacterial-Spot(752),5,0.9999999999998963,0.16666672160199353,0.16666668239443008,0.1666667620698697,0.1666665804771666,0.16666648803932488,0.16666676541721528
688,f886034da6a297518acfe10261f59183964cace7d70ded23c12426a7348e14a7,Bacterial-Spot(752),5,0.9999999999999064,0.1666667188469234,0.16666668163026319,0.1666667572460618,0.16666658483901622,0.16666649704080855,0.16666676039692682
689,4f110afcae8f434ba692bec5fa0ffca8f963a2227b18bdfa9ac18ae00023b119,Bacterial-Spot(752),5,0.9999999999999398,0.16666670849929457,0.16666667866597631,0.16666673927267386,0.1666666010748972,0.16666653069156412,0.16666674179559401
690,94b6c2d6c7a5210de96454ee10f045becba4c01e79e0a6844a7649dc35ae4dc9,Bacterial-Spot(752),5,0.9999999999999465,0.16666670600778302,0.16666667796745446,0.16666673492478828,0.16666660500582306,0.16666653881565668,0.16666673727849443
